sysmsg,sysmsg_permutation,code,code_with_name,usermsg,answer,tokens_in,tokens_out,correct_codes,hits,wrong_hits,usermsg_rag,answer_rag,tokens_in_rag,tokens_out_rag,hits_rag,wrong_hits_rag
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",DEF0,"DEF0, Schleswig-Holstein",Give me all nuts regions that share a border with the region DEF0 and have the same NUTS level,"The NUTS regions that share a border with DEF0 at the same NUTS level are DEF1, DEF2, DEF3, and DEF4.",70,33,"['DE93', 'DK03', 'DE60', 'DE80']",[],"['DEF3', 'DEF2', 'DEF1', 'DEF4']","The user asked the following question:

Give me all NUTS regions that share a border with the region DEF0.
    
This is the answer retrieved from a Graph-database:
['DE93', 'DK03', 'DE60', 'DE80']
    
    ","The NUTS regions that share a border with the region DEF0 are DE93, DK03, DE60, and DE80.",112,28,"['DE60', 'DE80', 'DK03', 'DE93']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",RO41,"RO41, Sud-Vest Oltenia",Give me all nuts regions that share a border with the region RO41 and have the same NUTS level,"The NUTS regions that share a border with RO41 at the same NUTS level are RO12, RO21, RO22, RO32, and RO42.",70,36,"['RO12', 'RO31', 'RO42', 'BG31']","['RO12', 'RO42', 'RO32', 'RO22', 'RO21']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region RO41.
    
This is the answer retrieved from a Graph-database:
['RO12', 'RO31', 'RO42', 'BG31']
    
    ","The NUTS regions that share a border with region RO41 are: RO12, RO31, RO42, BG31.",112,27,"['RO31', 'RO12', 'RO42', 'BG31']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",DEB3I,"DEB3I, Rhein-Pfalz-Kreis",Give me all nuts regions that share a border with the region DEB3I and have the same NUTS level,The NUTS regions that share a border with DEB3I at the same NUTS level are DEB3H and DEB3J.,72,32,"['DE123', 'DE715', 'DEB3C', 'DEB3E', 'DEB3H', 'DE126', 'DE128', 'DEB31', 'DEB34', 'DEB36', 'DEB38', 'DEB39']","['DEB3H', 'DEB3J']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region DEB3I.
    
This is the answer retrieved from a Graph-database:
['DE123', 'DE715', 'DEB3C', 'DEB3E', 'DEB3H', 'DE126', 'DE128', 'DEB31', 'DEB34', 'DEB36', 'DEB38', 'DEB39']
    
    ","The NUTS regions that share a border with the region DEB3I are: DE123, DE715, DEB3C, DEB3E, DEB3H, DE126, DE128, DEB31, DEB34, DEB36, DEB38, DEB39.",157,65,"['DEB3C', 'DEB38', 'DEB34', 'DEB36', 'DE123', 'DE128', 'DEB3E', 'DE126', 'DEB31', 'DEB3H', 'DEB39', 'DE715']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",PL515,"PL515, Jeleniogórski",Give me all nuts regions that share a border with the region PL515 and have the same NUTS level,"The NUTS regions that share a border with PL515 at the same NUTS level are:
- PL514 (Podkarpackie)
- PL516 (Świętokrzyskie)",70,42,"['PL516', 'PL517', 'PL518', 'DED2D', 'CZ051', 'CZ052', 'PL432']","['PL516', 'PL514']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PL515.
    
This is the answer retrieved from a Graph-database:
['PL516', 'PL517', 'PL518', 'DED2D', 'CZ051', 'CZ052', 'PL432']
    
    ","The NUTS regions that share a border with region PL515 are: PL516, PL517, PL518, DED2D, CZ051, CZ052, PL432.",127,38,"['DED2D', 'PL432', 'PL516', 'PL518', 'CZ051', 'PL517', 'CZ052']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",LT022,"LT022, Kauno apskritis",Give me all nuts regions that share a border with the region LT022 and have the same NUTS level,"The NUTS regions that share a border with LT022 at the same NUTS level are LT011, LT012, LT013, LT014, LT015, LT021, and LT023.",70,42,"['LT011', 'LT021', 'LT024', 'LT025', 'LT026', 'LT027']","['LT023', 'LT011', 'LT021']","['LT014', 'LT015', 'LT013', 'LT012']","The user asked the following question:

Give me all NUTS regions that share a border with the region LT022.
    
This is the answer retrieved from a Graph-database:
['LT011', 'LT021', 'LT024', 'LT025', 'LT026', 'LT027']
    
    ","The NUTS regions that share a border with the region LT022 are: LT011, LT021, LT024, LT025, LT026, LT027.",120,34,"['LT011', 'LT026', 'LT021', 'LT025', 'LT027', 'LT024']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",SE331,"SE331, Västerbottens län",Give me all nuts regions that share a border with the region SE331 and have the same NUTS level,The NUTS regions that share a border with SE331 at the same NUTS level are SE332 and SE33A.,70,27,"['SE321', 'SE322', 'SE332']",['SE332'],['SE33A'],"The user asked the following question:

Give me all NUTS regions that share a border with the region SE331.
    
This is the answer retrieved from a Graph-database:
['SE321', 'SE322', 'SE332']
    
    ","The NUTS regions that share a border with SE331 are SE321, SE322, and SE332.",108,23,"['SE322', 'SE321', 'SE332']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",IE051,"IE051, Mid-West",Give me all nuts regions that share a border with the region IE051 and have the same NUTS level,The NUTS regions that share a border with IE051 at the same NUTS level are IE052 and IE053.,70,26,"['IE052', 'IE053', 'IE042', 'IE063']","['IE053', 'IE052']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region IE051.
    
This is the answer retrieved from a Graph-database:
['IE052', 'IE053', 'IE042', 'IE063']
    
    ","The NUTS regions that share a border with region IE051 are IE052, IE053, IE042, and IE063.",112,27,"['IE053', 'IE063', 'IE042', 'IE052']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",ES615,"ES615, Huelva",Give me all nuts regions that share a border with the region ES615 and have the same NUTS level,"The NUTS regions that share a border with ES615 at the same NUTS level are ES511, ES612, and ES618.",70,30,"['PT150', 'ES431', 'ES612', 'ES618', 'PT184']","['ES511', 'ES612', 'ES618']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region ES615.
    
This is the answer retrieved from a Graph-database:
['PT150', 'ES431', 'ES612', 'ES618', 'PT184']
    
    ","The NUTS regions that share a border with region ES615 are PT150, ES431, ES612, ES618, and PT184.",116,30,"['ES618', 'ES431', 'PT150', 'ES612', 'PT184']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should be consise.","intro,details,task_specific,consise",FRK21,"FRK21, Ain",Give me all nuts regions that share a border with the region FRK21 and have the same NUTS level,"The NUTS regions that share a border with FRK21 at the same NUTS level are FRK22, FRK23, and FRK24.",71,34,"['FRK24', 'FRK26', 'FRK27', 'FRK28', 'FRC13', 'FRC22']","['FRK24', 'FRK22', 'FRK23']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region FRK21.
    
This is the answer retrieved from a Graph-database:
['FRK24', 'FRK26', 'FRK27', 'FRK28', 'FRC13', 'FRC22']
    
    ","The NUTS regions that share a border with the region FRK21 are: FRK24, FRK26, FRK27, FRK28, FRC13, FRC22.",127,41,"['FRC22', 'FRC13', 'FRK24', 'FRK28', 'FRK26', 'FRK27']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",CZ,"CZ, ČESKÁ REPUBLIKA",Give me all nuts regions that share a border with the region CZ and have the same NUTS level,"CZ01, CZ02, CZ03, CZ04, CZ05, CZ06, CZ07, CZ08, CZ09, CZ0A, CZ0B, CZ0C, CZ0D, CZ0E, CZ0F, CZ0G, CZ0H, CZ0I, CZ0J, CZ0K, CZ0L, CZ0M, CZ0N, CZ0O, CZ0P, CZ0Q, CZ0R, CZ0S, CZ0T, CZ0U, CZ0V, CZ0W, CZ0X, CZ0Y, CZ0Z.",65,132,"['DE', 'PL', 'AT', 'SK']","['CZ02', 'CZ08', 'CZ03', 'CZ07', 'CZ04', 'CZ06', 'CZ05', 'CZ01']","['CZ0S', 'CZ0G', 'CZ0K', 'CZ0M', 'CZ0Z', 'CZ0L', 'CZ0T', 'CZ0D', 'CZ0P', 'CZ0E', 'CZ0U', 'CZ0O', 'CZ0J', 'CZ0X', 'CZ0N', 'CZ0A', 'CZ0B', 'CZ0I', 'CZ0Y', 'CZ09', 'CZ0Q', 'CZ0R', 'CZ0W', 'CZ0C', 'CZ0V', 'CZ0H', 'CZ0F']","The user asked the following question:

Give me all NUTS regions that share a border with the region CZ.
    
This is the answer retrieved from a Graph-database:
['DE', 'PL', 'AT', 'SK']
    
    ","The NUTS regions that share a border with the region CZ are: DE, PL, AT, SK.",107,23,"['SK', 'PL', 'AT', 'DE']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",BG,"BG, Bulgaria",Give me all nuts regions that share a border with the region BG and have the same NUTS level,"BG311, BG324, BG325, BG326, BG327, BG328, BG411, BG412, BG413, BG414, BG415, BG416, BG417, BG418, BG419, BG421, BG422, BG423, BG431, BG432, BG433, BG434, BG511, BG512, BG521, BG522, BG523, BG611, BG612, BG613, BG621, BG622, BG623, BG624, BG625, BG626, BG627, BG628, BG631, BG632, BG633, BG634, BG641, BG642, BG643, BG644, BG645, BG646, BG647, BG648, BG649, BG651, BG652, BG653, BG654, BG655, BG656, BG657, BG658, BG659, BG661, BG662, BG663, BG664, BG665, BG666, BG667, BG668, BG669, BG671, BG672, BG673, BG674, BG675, BG676, BG677, BG678, BG679, BG681, BG682, BG683, BG684, BG685, BG686, BG687, BG688, BG689, BG691, BG692, BG693, BG694, BG695, BG696, BG697, BG698, BG699.",65,288,"['RO', 'EL']","['BG415', 'BG414', 'BG422', 'BG324', 'BG311', 'BG325', 'BG423', 'BG412', 'BG413', 'BG411', 'BG421']","['BG431', 'BG647', 'BG622', 'BG687', 'BG641', 'BG682', 'BG416', 'BG665', 'BG626', 'BG686', 'BG649', 'BG668', 'BG692', 'BG663', 'BG685', 'BG675', 'BG643', 'BG631', 'BG646', 'BG624', 'BG693', 'BG648', 'BG673', 'BG512', 'BG684', 'BG655', 'BG621', 'BG656', 'BG625', 'BG699', 'BG644', 'BG698', 'BG511', 'BG523', 'BG664', 'BG666', 'BG697', 'BG658', 'BG327', 'BG651', 'BG642', 'BG612', 'BG418', 'BG653', 'BG326', 'BG328', 'BG689', 'BG696', 'BG613', 'BG691', 'BG645', 'BG667', 'BG676', 'BG652', 'BG654', 'BG419', 'BG434', 'BG628', 'BG679', 'BG634', 'BG694', 'BG659', 'BG688', 'BG657', 'BG671', 'BG678', 'BG521', 'BG417', 'BG623', 'BG661', 'BG669', 'BG611', 'BG632', 'BG683', 'BG433', 'BG677', 'BG662', 'BG681', 'BG432', 'BG672', 'BG674', 'BG522', 'BG627', 'BG633', 'BG695']","The user asked the following question:

Give me all NUTS regions that share a border with the region BG.
    
This is the answer retrieved from a Graph-database:
['RO', 'EL']
    
    ",The NUTS regions that share a border with the region BG are 'RO' and 'EL'.,101,21,"['RO', 'EL']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",FR1,"FR1, ÎLE DE FRANCE",Give me all nuts regions that share a border with the region FR1 and have the same NUTS level,"FRB1
FRB2
FRB3
FRB4",66,15,"['FRB', 'FRC', 'FRD', 'FRE', 'FRF']",[],"['FRB1', 'FRB4', 'FRB2', 'FRB3']","The user asked the following question:

Give me all NUTS regions that share a border with the region FR1.
    
This is the answer retrieved from a Graph-database:
['FRB', 'FRC', 'FRD', 'FRE', 'FRF']
    
    ","The NUTS regions that share a border with the region FR1 are: FRB, FRC, FRD, FRE, FRF.",116,30,"['FRD', 'FRE', 'FRF', 'FRB', 'FRC']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",DEG,"DEG, THÜRINGEN",Give me all nuts regions that share a border with the region DEG and have the same NUTS level,"DE2
DE3
DE4",66,8,"['DE2', 'DE7', 'DE9', 'DED', 'DEE']","['DE3', 'DE4', 'DE2']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region DEG.
    
This is the answer retrieved from a Graph-database:
['DE2', 'DE7', 'DE9', 'DED', 'DEE']
    
    ","The NUTS regions that share a border with the region DEG are: DE2, DE7, DE9, DED, DEE.",115,31,"['DE9', 'DED', 'DE7', 'DE2', 'DEE']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",PL7,"PL7, Makroregion centralny",Give me all nuts regions that share a border with the region PL7 and have the same NUTS level,"PL2
PL3
PL4
PL5
PL6",66,14,"['PL2', 'PL4', 'PL5', 'PL6', 'PL8', 'PL9']","['PL4', 'PL5', 'PL2', 'PL6', 'PL3']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PL7.
    
This is the answer retrieved from a Graph-database:
['PL2', 'PL4', 'PL5', 'PL6', 'PL8', 'PL9']
    
    ","The NUTS regions that share a border with the region PL7 are: PL2, PL4, PL5, PL6, PL8, PL9.",120,34,"['PL4', 'PL9', 'PL5', 'PL2', 'PL8', 'PL6']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",ITI,"ITI, Centro (IT)",Give me all nuts regions that share a border with the region ITI and have the same NUTS level,"ITF
ITH
ITG",66,7,"['ITC', 'ITF', 'ITH']","['ITG', 'ITF', 'ITH']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region ITI.
    
This is the answer retrieved from a Graph-database:
['ITC', 'ITF', 'ITH']
    
    ","The NUTS regions that share a border with the region ITI are ITC, ITF, and ITH.",107,25,"['ITC', 'ITF', 'ITH']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",PT18,"PT18, Alentejo",Give me all nuts regions that share a border with the region PT18 and have the same NUTS level,"ES11
ES21",66,5,"['PT15', 'PT16', 'PT17', 'ES43', 'ES61']","['ES21', 'ES11']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PT18.
    
This is the answer retrieved from a Graph-database:
['PT15', 'PT16', 'PT17', 'ES43', 'ES61']
    
    ","The NUTS regions that share a border with region PT18 are PT15, PT16, PT17, ES43, and ES61.",116,30,"['ES43', 'ES61', 'PT16', 'PT15', 'PT17']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",FRK2,"FRK2, Rhône-Alpes",Give me all nuts regions that share a border with the region FRK2 and have the same NUTS level,"FRK1
FRK3",67,7,"['ITC1', 'ITC2', 'FRL0', 'FRK1', 'FRC1', 'FRC2', 'FRJ1']",['FRK1'],['FRK3'],"The user asked the following question:

Give me all NUTS regions that share a border with the region FRK2.
    
This is the answer retrieved from a Graph-database:
['ITC1', 'ITC2', 'FRL0', 'FRK1', 'FRC1', 'FRC2', 'FRJ1']
    
    ","The NUTS regions that share a border with the region FRK2 are: ITC1, ITC2, FRL0, FRK1, FRC1, FRC2, FRJ1.",132,45,"['FRC2', 'ITC1', 'FRJ1', 'FRK1', 'FRC1', 'FRL0', 'ITC2']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",CZ03,"CZ03, Jihozápad",Give me all nuts regions that share a border with the region CZ03 and have the same NUTS level,"CZ01
CZ02
CZ04",66,11,"['AT12', 'CZ02', 'CZ04', 'CZ06', 'AT31', 'DE22', 'DE23']","['CZ04', 'CZ02', 'CZ01']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region CZ03.
    
This is the answer retrieved from a Graph-database:
['AT12', 'CZ02', 'CZ04', 'CZ06', 'AT31', 'DE22', 'DE23']
    
    ","The NUTS regions that share a border with the region CZ03 are: AT12, CZ02, CZ04, CZ06, AT31, DE22, DE23.",127,37,"['DE22', 'AT31', 'AT12', 'CZ02', 'DE23', 'CZ04', 'CZ06']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",DEF0,"DEF0, Schleswig-Holstein",Give me all nuts regions that share a border with the region DEF0 and have the same NUTS level,"DE21
DE22
DE23
DE24",66,11,"['DE93', 'DK03', 'DE60', 'DE80']","['DE24', 'DE23', 'DE22', 'DE21']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region DEF0.
    
This is the answer retrieved from a Graph-database:
['DE93', 'DK03', 'DE60', 'DE80']
    
    ","The NUTS regions that share a border with the region DEF0 are DE93, DK03, DE60, and DE80.",112,28,"['DE60', 'DE80', 'DK03', 'DE93']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",RO41,"RO41, Sud-Vest Oltenia",Give me all nuts regions that share a border with the region RO41 and have the same NUTS level,"RO12
RO21
RO22
RO31",66,11,"['RO12', 'RO31', 'RO42', 'BG31']","['RO31', 'RO12', 'RO21', 'RO22']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region RO41.
    
This is the answer retrieved from a Graph-database:
['RO12', 'RO31', 'RO42', 'BG31']
    
    ","The NUTS regions that share a border with region RO41 are: RO12, RO31, RO42, and BG31.",112,28,"['RO31', 'RO12', 'RO42', 'BG31']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",DEB3I,"DEB3I, Rhein-Pfalz-Kreis",Give me all nuts regions that share a border with the region DEB3I and have the same NUTS level,"DEB30, DEB2D, DEB2E, DEB2F",68,18,"['DE123', 'DE715', 'DEB3C', 'DEB3E', 'DEB3H', 'DE126', 'DE128', 'DEB31', 'DEB34', 'DEB36', 'DEB38', 'DEB39']",[],"['DEB2E', 'DEB30', 'DEB2F', 'DEB2D']","The user asked the following question:

Give me all NUTS regions that share a border with the region DEB3I.
    
This is the answer retrieved from a Graph-database:
['DE123', 'DE715', 'DEB3C', 'DEB3E', 'DEB3H', 'DE126', 'DE128', 'DEB31', 'DEB34', 'DEB36', 'DEB38', 'DEB39']
    
    ","The NUTS regions that share a border with region DEB3I are: DE123, DE715, DEB3C, DEB3E, DEB3H, DE126, DE128, DEB31, DEB34, DEB36, DEB38, DEB39.",157,64,"['DEB3C', 'DEB38', 'DEB34', 'DEB36', 'DE123', 'DE128', 'DEB3E', 'DE126', 'DEB31', 'DEB3H', 'DEB39', 'DE715']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",PL515,"PL515, Jeleniogórski",Give me all nuts regions that share a border with the region PL515 and have the same NUTS level,"PL41
PL51
PL61",66,8,"['PL516', 'PL517', 'PL518', 'DED2D', 'CZ051', 'CZ052', 'PL432']","['PL51', 'PL61', 'PL41']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PL515.
    
This is the answer retrieved from a Graph-database:
['PL516', 'PL517', 'PL518', 'DED2D', 'CZ051', 'CZ052', 'PL432']
    
    ","The NUTS regions that share a border with region PL515 are: PL516, PL517, PL518, DED2D, CZ051, CZ052, PL432.",127,38,"['DED2D', 'PL432', 'PL516', 'PL518', 'CZ051', 'PL517', 'CZ052']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",LT022,"LT022, Kauno apskritis",Give me all nuts regions that share a border with the region LT022 and have the same NUTS level,"LT011
LT012
LT013",66,8,"['LT011', 'LT021', 'LT024', 'LT025', 'LT026', 'LT027']",['LT011'],"['LT013', 'LT012']","The user asked the following question:

Give me all NUTS regions that share a border with the region LT022.
    
This is the answer retrieved from a Graph-database:
['LT011', 'LT021', 'LT024', 'LT025', 'LT026', 'LT027']
    
    ","The NUTS regions that share a border with region LT022 are: LT011, LT021, LT024, LT025, LT026, LT027.",120,33,"['LT011', 'LT026', 'LT021', 'LT025', 'LT027', 'LT024']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",SE331,"SE331, Västerbottens län",Give me all nuts regions that share a border with the region SE331 and have the same NUTS level,"SE331, SE332, SE333, SE334",66,11,"['SE321', 'SE322', 'SE332']","['SE331', 'SE332']","['SE333', 'SE334']","The user asked the following question:

Give me all NUTS regions that share a border with the region SE331.
    
This is the answer retrieved from a Graph-database:
['SE321', 'SE322', 'SE332']
    
    ","The NUTS regions that share a border with the region SE331 are SE321, SE322, and SE332.",108,25,"['SE322', 'SE321', 'SE332']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",IE051,"IE051, Mid-West",Give me all nuts regions that share a border with the region IE051 and have the same NUTS level,"IE041
IE042
IE061",66,8,"['IE052', 'IE053', 'IE042', 'IE063']","['IE041', 'IE042', 'IE061']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region IE051.
    
This is the answer retrieved from a Graph-database:
['IE052', 'IE053', 'IE042', 'IE063']
    
    ","The NUTS regions that share a border with region IE051 are IE052, IE053, IE042, and IE063.",112,27,"['IE053', 'IE063', 'IE042', 'IE052']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",ES615,"ES615, Huelva",Give me all nuts regions that share a border with the region ES615 and have the same NUTS level,"ES511
ES612",66,5,"['PT150', 'ES431', 'ES612', 'ES618', 'PT184']","['ES511', 'ES612']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region ES615.
    
This is the answer retrieved from a Graph-database:
['PT150', 'ES431', 'ES612', 'ES618', 'PT184']
    
    ","The NUTS regions that share a border with region ES615 are: PT150, ES431, ES612, ES618, PT184.",116,30,"['ES618', 'ES431', 'PT150', 'ES612', 'PT184']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,only_codes",FRK21,"FRK21, Ain",Give me all nuts regions that share a border with the region FRK21 and have the same NUTS level,"FRK12
FRK22
FRK23",67,11,"['FRK24', 'FRK26', 'FRK27', 'FRK28', 'FRC13', 'FRC22']","['FRK12', 'FRK22', 'FRK23']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region FRK21.
    
This is the answer retrieved from a Graph-database:
['FRK24', 'FRK26', 'FRK27', 'FRK28', 'FRC13', 'FRC22']
    
    ","The NUTS regions that share a border with the region FRK21 are: FRK24, FRK26, FRK27, FRK28, FRC13, FRC22.",127,41,"['FRC22', 'FRC13', 'FRK24', 'FRK28', 'FRK26', 'FRK27']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",CZ,"CZ, ČESKÁ REPUBLIKA",Give me all nuts regions that share a border with the region CZ and have the same NUTS level,"DE, PL, SK, AT",80,7,"['DE', 'PL', 'AT', 'SK']","['SK', 'PL', 'AT', 'DE']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region CZ.
    
This is the answer retrieved from a Graph-database:
['DE', 'PL', 'AT', 'SK']
    
    ","The NUTS regions that share a border with the region CZ are: DE, PL, AT, SK.",107,23,"['SK', 'PL', 'AT', 'DE']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",BG,"BG, Bulgaria",Give me all nuts regions that share a border with the region BG and have the same NUTS level,"EL41, EL42, EL43, EL51, EL52, EL53, EL54, EL61, EL62, EL63, EL64, EL65, EL66, EL67, EL71, EL72, EL73, EL81, EL82, EL83, EL84, EL91, EL92, EL93, EL94, EL95, EL96, ELA1, ELA2, ELA3, ELA4, ELA5, ELA6, ELA7, ELA8, ELA9, ELB1, ELB2, ELB3, ELB4, ELB5, ELB6, ELB7, ELB8, ELB9, ELC1, ELC2, ELC3, ELC4, ELC5, ELC6, ELC7, ELC8, ELC9, ELD1, ELD2, ELD3, ELD4, ELD5, ELD6, ELD7, ELD8, ELD9, ELE1, ELE2, ELE3, ELE4, ELE5, ELE6, ELE7, ELE8, ELE9, ELF1, ELF2, ELF3, ELF4, ELF5, ELF6, ELF7, ELF8, ELF9, ELG1, ELG2, ELG3,",80,300,"['RO', 'EL']","['EL42', 'EL65', 'EL62', 'EL43', 'EL51', 'EL41', 'EL53', 'EL63', 'EL64', 'EL61', 'EL52', 'EL54']","['ELA3', 'ELC2', 'EL96', 'ELD6', 'ELF3', 'EL67', 'ELG3', 'ELE5', 'ELC8', 'ELA5', 'EL73', 'ELC4', 'ELE3', 'ELF2', 'ELB5', 'ELA1', 'ELC1', 'EL95', 'ELC5', 'ELF4', 'ELA7', 'ELE2', 'ELD4', 'ELA6', 'ELF6', 'ELD5', 'EL72', 'ELA2', 'ELB9', 'ELC3', 'ELC7', 'ELD3', 'ELA9', 'ELE6', 'ELE8', 'EL93', 'ELD7', 'ELE9', 'ELB1', 'ELA4', 'EL83', 'ELF5', 'ELC6', 'ELB2', 'EL71', 'ELC9', 'ELG2', 'ELA8', 'ELF9', 'ELD1', 'ELE7', 'ELF7', 'ELB8', 'ELD9', 'ELB7', 'ELD8', 'EL84', 'EL92', 'EL94', 'EL82', 'EL91', 'ELE1', 'ELG1', 'EL81', 'ELD2', 'ELF8', 'ELE4', 'ELF1', 'EL66', 'ELB6', 'ELB4', 'ELB3']","The user asked the following question:

Give me all NUTS regions that share a border with the region BG.
    
This is the answer retrieved from a Graph-database:
['RO', 'EL']
    
    ",The NUTS regions that share a border with the region BG are 'RO' and 'EL'.,101,21,"['RO', 'EL']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",FR1,"FR1, ÎLE DE FRANCE",Give me all nuts regions that share a border with the region FR1 and have the same NUTS level,"FRB
FRC
FRD
FRE",81,11,"['FRB', 'FRC', 'FRD', 'FRE', 'FRF']","['FRB', 'FRD', 'FRC', 'FRE']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region FR1.
    
This is the answer retrieved from a Graph-database:
['FRB', 'FRC', 'FRD', 'FRE', 'FRF']
    
    ","The NUTS regions that share a border with the region FR1 are FRB, FRC, FRD, FRE, and FRF.",116,30,"['FRD', 'FRE', 'FRF', 'FRB', 'FRC']",[]
